# apt_installed
# generated_at=2026-02-20T17:34:31-03:00
# shell=dpkg-query -W -f='${Package}\t${Version}\n' | LC_ALL=C sort

7zip	23.01+dfsg-11
libreoffice-nlpsolver	4:0.9+LibO24.2.7-0ubuntu0.24.04.4
libreoffice-report-builder	4:24.2.7-0ubuntu0.24.04.4
libreoffice-report-builder-bin	4:24.2.7-0ubuntu0.24.04.4
libreoffice-script-provider-bsh	4:24.2.7-0ubuntu0.24.04.4
libreoffice-script-provider-js	4:24.2.7-0ubuntu0.24.04.4
libreoffice-script-provider-python	4:24.2.7-0ubuntu0.24.04.4
libreoffice-sdbc-firebird	4:24.2.7-0ubuntu0.24.04.4
libreoffice-sdbc-hsqldb	4:24.2.7-0ubuntu0.24.04.4
libreoffice-sdbc-mysql	4:24.2.7-0ubuntu0.24.04.4
libreoffice-sdbc-postgresql	4:24.2.7-0ubuntu0.24.04.4
libreoffice-style-colibre	4:24.2.7-0ubuntu0.24.04.4
libreoffice-style-elementary	4:24.2.7-0ubuntu0.24.04.4
libreoffice-style-yaru	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-base	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-calc	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-common	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-draw	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-impress	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-math	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-report-builder	4:24.2.7-0ubuntu0.24.04.4
libreoffice-uiconfig-writer	4:24.2.7-0ubuntu0.24.04.4
libreoffice-wiki-publisher	4:1.2.0+LibO24.2.7-0ubuntu0.24.04.4
libreoffice-writer	4:24.2.7-0ubuntu0.24.04.4
libresid-builder0c2a	2.1.1-15ubuntu3
librest-1.0-0	0.9.1-6build3
librevenge-0.0-0	0.0.5-3build1
librist4	0.2.10+dfsg-2
libroc0.3	0.3.0+dfsg-7ubuntu2
librsvg2-2	2.58.0+dfsg-1build1
librsvg2-common	2.58.0+dfsg-1build1
librtmp1	2.4+20151223.gitfa8646d.1-2build7
librubberband2	3.3.0+dfsg-2build1
librygel-core-2.8-0	0.42.5-1ubuntu3
librygel-db-2.8-0	0.42.5-1ubuntu3
librygel-renderer-2.8-0	0.42.5-1ubuntu3
librygel-server-2.8-0	0.42.5-1ubuntu3
libsamplerate0	0.2.2-4build1
libsane-common	1.2.1-7build4
libsane-hpaio	3.23.12+dfsg0-0ubuntu5
libsane1	1.2.1-7build4
libsasl2-2	2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules	2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules-db	2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules-gssapi-mit	2.1.28+dfsg1-5ubuntu3.1
libsbc1	2.0-1build1
libsdl2-2.0-0	2.30.0+dfsg-1ubuntu3.1
libseccomp2	2.5.5-1ubuntu3.1
libsecret-1-0	0.21.4-1build3
libsecret-common	0.21.4-1build3
libselinux1	3.5-2ubuntu2.1
libsemanage-common	3.5-1build5
libsemanage2	3.5-1build5
libsensors-config	1:3.6.0-9build1
libsensors5	1:3.6.0-9build1
libsepol2	3.5-2build1
libserd-0-0	0.32.2-1
libservlet-api-java	4.0.1-2
libservlet3.1-java	1:4.0.1-2
libsframe1	2.42-4ubuntu2.8
libsharpyuv0	1.3.2-0.4build3
libshine3	3.1.1-2build1
libshout3	2.4.6-1build2
libsidplay1v5	1.36.60-1build1
libsidplay2	2.1.1-15ubuntu3
libsidplayfp6	2.6.0-1
libsigc++-2.0-0v5	2.12.1-2
libsigc++-3.0-0	3.6.0-2
libslang2	2.3.3-3build2
libslirp0	4.7.0-1ubuntu3
libsm6	2:1.2.3-1build3
libsmartcols1	2.39.3-9ubuntu6.4
libsmbclient0	2:4.19.5+dfsg-4ubuntu9.4
libsnapd-glib-2-1	1.64-0ubuntu5
libsnappy1v5	1.1.10-1build1
libsndfile1	1.2.2-1ubuntu5.24.04.1
libsndio7.0	1.9.0-0.3build3
libsnmp-base	5.9.4+dfsg-1.1ubuntu3.2
libsnmp40t64	5.9.4+dfsg-1.1ubuntu3.2
libsodium23	1.0.18-1ubuntu0.24.04.1
libsonic0	0.2.0-13build1
libsord-0-0	0.16.16-2build1
libsoundtouch1	2.3.2+ds1-1build1
libsoup-2.4-1	2.74.3-6ubuntu1.6
libsoup-3.0-0	3.4.4-5ubuntu0.7
libsoup-3.0-common	3.4.4-5ubuntu0.7
libsoup2.4-common	2.74.3-6ubuntu1.6
libsource-highlight-common	3.1.9-4.3build1
libsource-highlight4t64	3.1.9-4.3build1
libsoxr0	0.1.3-4build3
libspa-0.2-bluetooth	1.0.5-1ubuntu3.2
libspa-0.2-modules	1.0.5-1ubuntu3.2
libspatialaudio0t64	0.3.0+git20180730+dfsg1-2.1build1
libspectre1	0.2.12-1build2
libspeechd2	0.12.0~rc2-2build3
libspeex1	1.2.1-2ubuntu2.24.04.1
libspeexdsp1	1.2.1-1ubuntu3
libsphinxbase3t64	0.8+5prealpha+1-17build2
libsqlite3-0	3.45.1-1ubuntu2.5
libsratom-0-0	0.6.16-1build1
libsrt1.5-gnutls	1.5.3-1build2
libsrt1.5-openssl	1.5.3-1build2
libss2	1.47.0-2.4~exp1ubuntu4.1
libssh-4	0.10.6-2ubuntu0.2
libssh-gcrypt-4	0.10.6-2ubuntu0.2
libssh2-1t64	1.11.0-4.1build2
libssl3t64	3.0.13-0ubuntu3.7
libsss-certmap0	2.9.4-1.1ubuntu6.3
libsss-idmap0	2.9.4-1.1ubuntu6.3
libsss-nss-idmap0	2.9.4-1.1ubuntu6.3
libstartup-notification0	0.12-6build3
libstdc++-13-dev	13.3.0-6ubuntu2~24.04.1
libstdc++6	14.2.0-4ubuntu2~24.04
libstemmer0d	2.2.0-4build1
libsuitesparseconfig7	1:7.6.1+dfsg-1build1
libsvtav1enc1d1	1.7.0+dfsg-2build1
libswresample4	7:6.1.1-3ubuntu5
libswscale7	7:6.1.1-3ubuntu5
libsynctex2	2023.20230311.66589-9build3
libsysmetrics1	1.7.3ubuntu0.24.04.3
libsystemd-shared	255.4-1ubuntu8.12
libsystemd0	255.4-1ubuntu8.12
libtag1v5	1.13.1-1build1
libtag1v5-vanilla	1.13.1-1build1
libtalloc2	2.4.2-1build2
libtasn1-6	4.19.0-3ubuntu0.24.04.2
libtbb12	2021.11.0-2ubuntu2
libtbbbind-2-5	2021.11.0-2ubuntu2
libtbbmalloc2	2021.11.0-2ubuntu2
libtcl8.6	8.6.14+dfsg-1build1
libtdb1	1.4.10-1build1
libteamdctl0	1.31-1build3
libtesseract5	5.3.4-1build5
libtevent0t64	0.16.1-2build1
libtext-charwidth-perl	0.04-11build3
libtext-iconv-perl	1.7-8build3
libtext-wrapi18n-perl	0.06-10
libthai-data	0.1.29-2build1
libthai0	0.1.29-2build1
libtheora0	1.1.1+dfsg.1-16.1build3
libtie-ixhash-perl	1.23-4
libtiff6	4.5.1+git230720-4ubuntu2.4
libtimedate-perl	2.3300-2
libtinfo6	6.4+20240113-1ubuntu2
libtirpc-common	1.3.4+ds-1.1build1
libtirpc3t64	1.3.4+ds-1.1build1
libtk8.6	8.6.14-1build1
libtommath1	1.2.1-2build1
libtotem-plparser-common	3.26.6-1build5
libtotem-plparser18	3.26.6-1build5
libtraceevent1	1:1.8.2-1ubuntu2.1
libtraceevent1-plugin	1:1.8.2-1ubuntu2.1
libtracefs1	1.8.0-1ubuntu1
libtracker-sparql-3.0-0	3.7.1-1build1
libtry-tiny-perl	0.31-2
libts0t64	1.22-1.1build1
libtsan2	14.2.0-4ubuntu2~24.04
libtss2-esys-3.0.2-0t64	4.0.1-7.1ubuntu5.1
libtss2-mu-4.0.1-0t64	4.0.1-7.1ubuntu5.1
libtss2-rc0t64	4.0.1-7.1ubuntu5.1
libtss2-sys1t64	4.0.1-7.1ubuntu5.1
libtss2-tcti-cmd0t64	4.0.1-7.1ubuntu5.1
libtss2-tcti-device0t64	4.0.1-7.1ubuntu5.1
libtss2-tcti-libtpms0t64	4.0.1-7.1ubuntu5.1
libtss2-tcti-mssim0t64	4.0.1-7.1ubuntu5.1
libtss2-tcti-spi-helper0t64	4.0.1-7.1ubuntu5.1
libtss2-tcti-swtpm0t64	4.0.1-7.1ubuntu5.1
libtss2-tctildr0t64	4.0.1-7.1ubuntu5.1
libtwolame0	0.4.0-2build3
libu2f-udev	1.1.10-3build3
libubsan1	14.2.0-4ubuntu2~24.04
libuchardet0	0.0.8-1build1
libudev1	255.4-1ubuntu8.12
libudfread0	1.1.2-1build1
libudisks2-0	2.10.1-6ubuntu1.3
libunibreak5	5.1-2build1
libunistring5	1.1-2build1.1
libunity-protocol-private0	7.1.4+19.04.20190319-6build4
libunity-scopes-json-def-desktop	7.1.4+19.04.20190319-6build4
libunity9	7.1.4+19.04.20190319-6build4
libuno-cppu3t64	4:24.2.7-0ubuntu0.24.04.4
libuno-cppuhelpergcc3-3t64	4:24.2.7-0ubuntu0.24.04.4
libuno-purpenvhelpergcc3-3t64	4:24.2.7-0ubuntu0.24.04.4
libuno-sal3t64	4:24.2.7-0ubuntu0.24.04.4
libuno-salhelpergcc3-3t64	4:24.2.7-0ubuntu0.24.04.4
libunoloader-java	4:24.2.7-0ubuntu0.24.04.4
libunwind8	1.6.2-3build1.1
libupnp17t64	1:1.14.18-1.1ubuntu2
libupower-glib3	1.90.3-1
liburi-perl	5.27-1
libusb-1.0-0	2:1.0.27-1
libusbmuxd6	2.0.2-4build3
libutempter0	1.2.1-3build1
libuuid1	2.39.3-9ubuntu6.4
libuv1t64	1.48.0-1.1build1
libv4l-0t64	1.26.1-4build3
libv4l2rds0t64	1.26.1-4build3
libv4lconvert0t64	1.26.1-4build3
libva-drm2	2.20.0-2ubuntu0.1
libva-wayland2	2.20.0-2ubuntu0.1
libva-x11-2	2.20.0-2ubuntu0.1
libva2	2.20.0-2ubuntu0.1
libvdpau1	1.5-2build1
libvidstab1.1	1.1.0-2build1
libvisio-0.1-1	0.1.7-1build9
libvisual-0.4-0	0.4.2-2build1
libvlc-bin	3.0.20-3build6
libvlc5	3.0.20-3build6
libvlccore9	3.0.20-3build6
libvncclient1	0.9.14+dfsg-1build2
libvolume-key1	0.3.12-7build2
libvorbis0a	1.3.7-1build3
libvorbisenc2	1.3.7-1build3
libvorbisfile3	1.3.7-1build3
libvpl2	2023.3.0-1build1
libvpx9	1.14.0-1ubuntu2.2
libvte-2.91-0	0.76.0-1ubuntu0.1
libvte-2.91-common	0.76.0-1ubuntu0.1
libvulkan1	1.3.275.0-1build1
libwacom-common	2.10.0-2
libwacom9	2.10.0-2
libwavpack1	5.6.0-1build1
libwayland-client0	1.22.0-2.1build1
libwayland-cursor0	1.22.0-2.1build1
libwayland-egl1	1.22.0-2.1build1
libwayland-server0	1.22.0-2.1build1
libwbclient0	2:4.19.5+dfsg-4ubuntu9.4
libwebkit2gtk-4.1-0	2.50.4-0ubuntu0.24.04.1
libwebkitgtk-6.0-4	2.50.4-0ubuntu0.24.04.1
libwebp7	1.3.2-0.4build3
libwebpdemux2	1.3.2-0.4build3
libwebpmux3	1.3.2-0.4build3
libwebrtc-audio-processing1	0.3.1-0ubuntu6
libwebsocket-api-java	1.1-2
libwhoopsie-preferences0	23build3
libwhoopsie0	0.2.77ubuntu0.1
libwinpr3-3	3.5.1+dfsg1-0ubuntu1.2
libwireplumber-0.4-0	0.4.17-1ubuntu4.1
libwmf-0.2-7	0.2.13-1.1build3
libwmf-0.2-7-gtk	0.2.13-1.1build3
libwmf0.2-7-gtk	0.2.13-1.1build3
libwmflite-0.2-7	0.2.13-1.1build3
libwnck-3-0	43.0-3build4
libwnck-3-common	43.0-3build4
libwoff1	1.0.2-2build1
libwpd-0.10-10	0.10.3-2build2
libwpg-0.3-3	0.3.4-3build1
libwps-0.4-4	0.4.14-2build1
libwrap0	7.6.q-33
libwww-perl	6.76-1
libwww-robotrules-perl	6.02-1
libx11-6	2:1.8.7-1build1
libx11-data	2:1.8.7-1build1
libx11-protocol-perl	0.56-9
libx11-xcb1	2:1.8.7-1build1
libx264-164	2:0.164.3108+git31e19f9-1
libx265-199	3.5-2build1
libxatracker2	25.1.7-1ubuntu2~24.04.1
libxau6	1:1.0.9-1build6
libxaw7	2:1.0.14-1build2
libxcb-composite0	1.15-1ubuntu2
libxcb-cursor0	0.1.4-1build1
libxcb-damage0	1.15-1ubuntu2
libxcb-dri2-0	1.15-1ubuntu2
libxcb-dri3-0	1.15-1ubuntu2
libxcb-glx0	1.15-1ubuntu2
libxcb-icccm4	0.4.1-1.1build3
libxcb-image0	0.4.0-2build1
libxcb-keysyms1	0.4.0-1build4
libxcb-present0	1.15-1ubuntu2
libxcb-randr0	1.15-1ubuntu2
libxcb-render-util0	0.3.9-1build4
libxcb-render0	1.15-1ubuntu2
libxcb-res0	1.15-1ubuntu2
libxcb-shape0	1.15-1ubuntu2
libxcb-shm0	1.15-1ubuntu2
libxcb-sync1	1.15-1ubuntu2
libxcb-util1	0.4.0-1build3
libxcb-xfixes0	1.15-1ubuntu2
libxcb-xinerama0	1.15-1ubuntu2
libxcb-xinput0	1.15-1ubuntu2
libxcb-xkb1	1.15-1ubuntu2
libxcb-xv0	1.15-1ubuntu2
libxcb1	1.15-1ubuntu2
libxcomposite1	1:0.4.5-1build3
libxcursor1	1:1.2.1-1build1
libxcvt0	0.1.2-1build1
libxdamage1	1:1.1.6-1build1
libxdmcp6	1:1.1.3-0ubuntu6
libxdo3	1:3.20160805.1-5build1
libxext6	2:1.3.4-1build2
libxfixes3	1:6.0.0-2build1
libxfont2	1:2.0.6-1build1
libxft2	2.3.6-1build1
libxi6	2:1.8.1-1build1
libxinerama1	2:1.1.4-3build1
libxkbcommon-x11-0	1.6.0-1build1
libxkbcommon0	1.6.0-1build1
libxkbfile1	1:1.1.0-1build4
libxkbregistry0	1.6.0-1build1
libxklavier16	5.4-5build2
libxml-parser-perl	2.47-1build3
libxml-twig-perl	1:3.52-2
libxml-xpathengine-perl	0.14-2
libxml2	2.9.14+dfsg-1.3ubuntu3.7
libxmlb2	0.3.18-1
libxmlsec1t64	1.2.39-5build2
libxmlsec1t64-nss	1.2.39-5build2
libxmu6	2:1.1.3-3build2
libxmuu1	2:1.1.3-3build2
libxnvctrl0	510.47.03-0ubuntu4
libxpm4	1:3.5.17-1build2
libxrandr2	2:1.5.2-2build1
libxrender1	1:0.9.10-1.1build1
libxres1	2:1.2.1-1build1
libxshmfence1	1.3-1build5
libxslt1.1	1.1.39-0exp1ubuntu0.24.04.3
libxss1	1:1.2.3-1build3
libxt6t64	1:1.2.1-1.2build1
libxtables12	1.8.10-3ubuntu2
libxtst6	2:1.2.3-1.1build1
libxv1	2:1.0.11-1.1build1
libxvidcore4	2:1.3.7-1build1
libxvmc1	2:1.0.12-2build3
libxxf86dga1	2:1.1.5-1build1
libxxf86vm1	1:1.1.4-1build4
libxxhash0	0.8.2-2build1
libyajl2	2.1.0-5build1
libyaml-0-2	0.2.5-1build1
libyelp0	42.2-1ubuntu0.24.04.1
libzimg2	3.0.5+ds1-1build1
libzita-convolver4	4.0.3-2build1
libzix-0-0	0.4.2-2build1
libzmq5	4.3.5-1build2
libzstd1	1.5.5+dfsg2-2build1.1
libzvbi-common	0.2.42-2
libzvbi0t64	0.2.42-2
linux-base	4.5ubuntu9+24.04.1
linux-firmware	20240318.git3b128b60-0ubuntu2.23
linux-generic-hwe-24.04	6.17.0-14.14~24.04.1
linux-headers-6.14.0-37-generic	6.14.0-37.37~24.04.1
linux-headers-6.17.0-14-generic	6.17.0-14.14~24.04.1
linux-headers-generic-hwe-24.04	6.17.0-14.14~24.04.1
linux-hwe-6.14-headers-6.14.0-37	6.14.0-37.37~24.04.1
linux-hwe-6.14-tools-6.14.0-37	6.14.0-37.37~24.04.1
linux-hwe-6.17-headers-6.17.0-14	6.17.0-14.14~24.04.1
linux-hwe-6.17-tools-6.17.0-14	6.17.0-14.14~24.04.1
linux-image-6.14.0-29-generic	6.14.0-29.29~24.04.1
linux-image-6.14.0-33-generic	6.14.0-33.33~24.04.1
linux-image-6.14.0-34-generic	6.14.0-34.34~24.04.1
linux-image-6.14.0-35-generic	6.14.0-35.35~24.04.1
linux-image-6.14.0-36-generic	6.14.0-36.36~24.04.1
linux-image-6.14.0-37-generic	6.14.0-37.37~24.04.1
linux-image-6.17.0-14-generic	6.17.0-14.14~24.04.1
linux-image-generic-hwe-24.04	6.17.0-14.14~24.04.1
linux-libc-dev	6.8.0-100.100
linux-modules-6.14.0-29-generic	6.14.0-29.29~24.04.1
linux-modules-6.14.0-33-generic	6.14.0-33.33~24.04.1
linux-modules-6.14.0-34-generic	6.14.0-34.34~24.04.1
linux-modules-6.14.0-35-generic	6.14.0-35.35~24.04.1
linux-modules-6.14.0-36-generic	6.14.0-36.36~24.04.1
linux-modules-6.14.0-37-generic	6.14.0-37.37~24.04.1
linux-modules-6.17.0-14-generic	6.17.0-14.14~24.04.1
linux-modules-extra-6.14.0-29-generic	6.14.0-29.29~24.04.1
linux-modules-extra-6.14.0-33-generic	6.14.0-33.33~24.04.1
linux-modules-extra-6.14.0-34-generic	6.14.0-34.34~24.04.1
linux-modules-extra-6.14.0-35-generic	6.14.0-35.35~24.04.1
linux-modules-extra-6.14.0-36-generic	6.14.0-36.36~24.04.1
linux-modules-extra-6.14.0-37-generic	6.14.0-37.37~24.04.1
linux-modules-extra-6.17.0-14-generic	6.17.0-14.14~24.04.1
linux-modules-nvidia-575-open-6.14.0-29-generic	6.14.0-29.29~24.04.1
linux-sound-base	1.0.25+dfsg-0ubuntu7
linux-tools-6.14.0-37-generic	6.14.0-37.37~24.04.1
linux-tools-6.17.0-14-generic	6.17.0-14.14~24.04.1
linux-tools-common	6.8.0-100.100
locales	2.39-0ubuntu8.7
login	1:4.13+dfsg1-4ubuntu3.2
logrotate	3.21.0-2build1
logsave	1.47.0-2.4~exp1ubuntu4.1
lp-solve	5.5.2.5-2ubuntu0.1
lsb-release	12.0-2
lshw	02.19.git.2021.06.19.996aaad9c7-2build3
lsof	4.95.0-1build3
lsp-plugins-lv2	1.2.14-1
lsp-plugins-r3d-glx	1.2.14-1
lto-disabled-list	47
lynx	2.9.0rel.0-2build2
lynx-common	2.9.0rel.0-2build2
m17n-db	1.8.5-1
mailcap	3.70+nmu1ubuntu1
make	4.3-4.1build2
man-db	2.12.0-4build2
manpages	6.7-2
manpages-dev	6.7-2
mawk	1.3.4.20240123-1build1
mda-lv2	1.2.10-2build1
media-types	10.1.0
memtest86+	7.00-1build1
mesa-libgallium	25.2.8-0ubuntu0.24.04.1
mesa-va-drivers	25.2.8-0ubuntu0.24.04.1
mesa-vdpau-drivers	25.2.8-0ubuntu0.24.04.1
mesa-vulkan-drivers	25.2.8-0ubuntu0.24.04.1
micro	2.0.13-1
mobile-broadband-provider-info	20230416-1
modemmanager	1.23.4-0ubuntu2
mokutil	0.6.0-2build3
mount	2.39.3-9ubuntu6.4
mousetweaks	3.32.0-4build2
mscompress	0.4-10build1
mtr-tiny	0.95-1.1ubuntu0.1
mutter-common	46.2-1ubuntu0.24.04.14
mutter-common-bin	46.2-1ubuntu0.24.04.14
myspell-es	1.11-20
mysql-common	5.8+1.1.0build1
mythes-es	1:24.2.1-1
nano	7.2-2ubuntu0.1
nautilus	1:46.4-0ubuntu0.2
nautilus-data	1:46.4-0ubuntu0.2
nautilus-extension-gnome-terminal	3.52.0-1ubuntu2
nautilus-sendto	3.8.6-7build2
ncdu	1.19-0.1
ncurses-base	6.4+20240113-1ubuntu2
ncurses-bin	6.4+20240113-1ubuntu2
netbase	6.4
netcat-openbsd	1.226-1ubuntu2
netpbm	2:11.05.02-1.1build1
netplan-generator	1.1.2-8ubuntu1~24.04.1
netplan.io	1.1.2-8ubuntu1~24.04.1
network-manager	1.46.0-1ubuntu2.5
network-manager-config-connectivity-ubuntu	1.46.0-1ubuntu2.5
network-manager-gnome	1.34.0-1ubuntu3
network-manager-openvpn	1.10.2-4build2
network-manager-openvpn-gnome	1.10.2-4build2
network-manager-pptp	1.2.12-3build2
network-manager-pptp-gnome	1.2.12-3build2
networkd-dispatcher	2.2.4-1
nftables	1.0.9-1build1
node-esprima	4.0.1+ds+~4.0.3-2
node-mime	3.0.0+dfsg+~cs6.97.2-1
node-source-map	0.7.0++dfsg2+really.0.6.1-15
node-sprintf-js	1.1.2+ds1+~1.1.2-1
nodejs	22.22.0-1nodesource1
npm	9.2.0~ds1-2
ntfs-3g	1:2022.10.3-1.2ubuntu3
numactl	2.0.18-1ubuntu0.24.04.1
nvidia-compute-utils-570	570.211.01-0ubuntu0.24.04.1
nvidia-compute-utils-575	575.64.03-0ubuntu0.24.04.1
nvidia-container-toolkit	1.18.2-1
nvidia-container-toolkit-base	1.18.2-1
nvidia-dkms-570-open	570.211.01-0ubuntu0.24.04.1
nvidia-driver-570-open	570.211.01-0ubuntu0.24.04.1
nvidia-firmware-570-570.211.01	570.211.01-0ubuntu0.24.04.1
nvidia-kernel-common-570	570.211.01-0ubuntu0.24.04.1
nvidia-kernel-common-575	575.64.03-0ubuntu0.24.04.1
nvidia-kernel-source-570-open	570.211.01-0ubuntu0.24.04.1
nvidia-prime	0.8.17.2
nvidia-settings	510.47.03-0ubuntu4
nvidia-utils-570	570.211.01-0ubuntu0.24.04.1
obs-plugins	30.0.2+dfsg-3build1
obs-studio	30.0.2+dfsg-3build1
ocl-icd-libopencl1	2.3.2-1build1
openjdk-21-jre	21.0.10+7-1~24.04
openjdk-21-jre-headless	21.0.10+7-1~24.04
openprinting-ppds	20230202-1
openssh-client	1:9.6p1-3ubuntu13.14
openssl	3.0.13-0ubuntu3.7
openvpn	2.6.14-0ubuntu0.24.04.3
orca	46.1-1ubuntu1
os-prober	1.81ubuntu4
p11-kit	0.25.3-4ubuntu2.1
p11-kit-modules	0.25.3-4ubuntu2.1
p7zip-full	16.02+transitional.1
packagekit	1.2.8-2ubuntu1.4
packagekit-tools	1.2.8-2ubuntu1.4
parted	3.6-4build1
passwd	1:4.13+dfsg1-4ubuntu3.2
patch	2.7.6-7build3
pavucontrol	5.0-2build3
pci.ids	0.0~2024.03.31-1ubuntu0.1
pciutils	1:3.10.0-2build1
pcmciautils	018-14build1
perl	5.38.2-3.2ubuntu0.2
perl-base	5.38.2-3.2ubuntu0.2
perl-modules-5.38	5.38.2-3.2ubuntu0.2
perl-openssl-defaults	7build3
pigz	2.8-1
pinentry-curses	1.2.1-3ubuntu5
pinentry-gnome3	1.2.1-3ubuntu5
pipewire	1.0.5-1ubuntu3.2
pipewire-alsa	1.0.5-1ubuntu3.2
pipewire-audio	1.0.5-1ubuntu3.2
pipewire-bin	1.0.5-1ubuntu3.2
pipewire-pulse	1.0.5-1ubuntu3.2
pipx	1.4.3-1
pkexec	124-2ubuntu1.24.04.2
pkg-config	1.8.1-2build1
pkgconf	1.8.1-2build1
pkgconf-bin	1.8.1-2build1
playerctl	2.4.1-2build2
plymouth	24.004.60-1ubuntu7.1
plymouth-label	24.004.60-1ubuntu7.1
plymouth-theme-spinner	24.004.60-1ubuntu7.1
plymouth-theme-ubuntu-text	24.004.60-1ubuntu7.1
pocketsphinx-en-us	0.8.0+real5prealpha+1-15ubuntu5
policykit-1	124-2ubuntu1.24.04.2
policykit-desktop-privileges	0.22
polkitd	124-2ubuntu1.24.04.2
poppler-data	0.4.12-1
poppler-utils	24.02.0-1ubuntu9.8
portaudio19-dev	19.6.0-1.2build3
power-profiles-daemon	0.21-1ubuntu1
powermgmt-base	1.37ubuntu0.1
ppp	2.4.9-1+1.1ubuntu4
pptp-linux	1.10.0-1build4
printer-driver-brlaser	6-3build2
printer-driver-c2esp	27-11ubuntu7
printer-driver-foo2zjs	20200505dfsg0-2ubuntu6
printer-driver-foo2zjs-common	20200505dfsg0-2ubuntu6
printer-driver-hpcups	3.23.12+dfsg0-0ubuntu5
printer-driver-m2300w	0.51-15build2
printer-driver-min12xxw	0.0.9-11build3
printer-driver-pnm2ppa	1.13+nondbs-0ubuntu10
printer-driver-postscript-hp	3.23.12+dfsg0-0ubuntu5
printer-driver-ptouch	1.7-1build2
printer-driver-pxljr	1.4+repack0-6build2
printer-driver-sag-gdi	0.1-8
printer-driver-splix	2.0.0+svn315-7fakesync1ubuntu1
procps	2:4.0.4-4ubuntu3.2
psmisc	23.7-1build1
publicsuffix	20231001.0357-0.1
pulseaudio-utils	1:16.1+dfsg1-2ubuntu10.1
python-apt-common	2.7.7ubuntu5.2
python-babel-localedata	2.10.3-3build1
python3	3.12.3-0ubuntu2.1
python3-apport	2.28.1-0ubuntu3.8
python3-apt	2.7.7ubuntu5.2
python3-aptdaemon	1.1.1+bzr982-0ubuntu44
python3-aptdaemon.gtk3widgets	1.1.1+bzr982-0ubuntu44
python3-argcomplete	3.1.4-1ubuntu0.1
python3-attr	23.2.0-2
python3-babel	2.10.3-3build1
python3-blinker	1.7.0-1
python3-bpfcc	0.29.1+ds-1ubuntu7
python3-brlapi	6.6-4ubuntu5
python3-brotli	1.1.0-2build2
python3-cairo	1.25.1-2build2
python3-certifi	2023.11.17-1
python3-cffi-backend	1.16.0-2build1
python3-chardet	5.2.0+dfsg-1
python3-click	8.1.6-2
python3-colorama	0.4.6-4
python3-commandnotfound	23.04.0
python3-compose	1.29.2-6ubuntu1
python3-configobj	5.0.8-3
python3-cryptography	41.0.7-4ubuntu0.1
python3-cups	2.0.1-5build6
python3-cupshelpers	1.5.18-1ubuntu9
python3-dateutil	2.8.2-3ubuntu1
python3-dbus	1.3.2-5build3
python3-debconf	1.5.86ubuntu1
python3-debian	0.1.49ubuntu2
python3-defer	1.0.6-2.1ubuntu1
python3-dev	3.12.3-0ubuntu2.1
python3-distro	1.9.0-1
python3-distro-info	1.7build1
python3-distupgrade	1:24.04.28
python3-docker	5.0.3-1ubuntu1.1
python3-dockerpty	0.4.1-5
python3-docopt	0.6.2-6
python3-dotenv	1.0.1-1
python3-gdbm	3.12.3-0ubuntu1
python3-gi	3.48.2-1
python3-httplib2	0.20.4-3
python3-ibus-1.0	1.5.29-2
python3-idna	3.6-2ubuntu0.1
python3-jinja2	3.1.2-1ubuntu1.3
python3-json-pointer	2.0-0ubuntu1
python3-jsonpatch	1.32-3
python3-jsonschema	4.10.3-2ubuntu1
python3-jwt	2.7.0-1
python3-launchpadlib	1.11.0-6
python3-lazr.restfulclient	0.14.6-1
python3-lazr.uri	1.0.6-3
python3-louis	3.29.0-1build1
python3-markdown-it	3.0.0-2
python3-markupsafe	2.1.5-1build2
python3-mdurl	0.1.2-1
python3-minimal	3.12.3-0ubuntu2.1
python3-mutagen	1.46.0-2
python3-netaddr	0.8.0-2ubuntu1
python3-netifaces	0.11.0-2build3
python3-netplan	1.1.2-8ubuntu1~24.04.1
python3-oauthlib	3.2.2-1
python3-olefile	0.46-3
python3-packaging	24.0-1
python3-pexpect	4.9-2
python3-pil	10.2.0-1ubuntu1
python3-pip	24.0+dfsg-1ubuntu1.3
python3-pip-whl	24.0+dfsg-1ubuntu1.3
python3-pkg-resources	68.1.2-2ubuntu1.2
python3-platformdirs	4.2.0-1
python3-problem-report	2.28.1-0ubuntu3.8
python3-psutil	5.9.8-2build2
python3-ptyprocess	0.7.0-5
python3-pyaudio	0.2.13-1build3
python3-pycryptodome	3.20.0+dfsg-1
python3-pygments	2.17.2+dfsg-1
python3-pyparsing	3.1.1-1
python3-pyrsistent	0.20.0-1build2
python3-requests	2.31.0+dfsg-1ubuntu1.1
python3-rich	13.7.1-1
python3-serial	3.5-2
python3-setuptools	68.1.2-2ubuntu1.2
python3-setuptools-whl	68.1.2-2ubuntu1.2
